First Ending Sent,First Ending Kmeans Distance Metric,Second Ending Sent,Second Ending KMeans Distance Metric
Buck was angry that the woman would say something like that.,2.632352036941512,Buck was glad that the woman helped him.,2.529253917606414
Josh poured the rest of the syrup over his pancakes.,2.945657013789116,Josh doesn't like bees so much any more.,2.6146725467011294
We decided to go to the zoo.,3.16021168781529,We were happy to win a small amount of money from the tickets.,2.9377030002395466
She said yes.,2.7494882153295777,Fred told the barista to leave him alone.,2.5383526742275624
Jenny bought the cookies.,2.034133240801336,Jenny found the gum she wanted at the front of the store.,2.086217777310947
Bob never talked to Jenny again.,1.816784185822856,Bob kissed Jenny good night.,1.5745601198091217
"Afterwards, I washed my truck in the driveway.",1.9408496723682749,My truck looked so shiny afterwards.,2.0858663970546214
He couldn't wait to vote for him.,2.3721924244378525,He was a staunch republican.,2.487836582666611
Josh refused to take the money and quit the job.,1.836589155392081,Josh used the bonus to repair his broken car.,1.5845292708361125
"Now, Ethan wanted to make and upload even more Youtube videos.",2.141408993914244,Ethan decided to never make Youtube videos again.,2.3518522894693192
They decided to wait for her.,2.631025803274964,Gina hated the library.,2.646769168396163
The man marveled at the bike's new engineering.,1.9061504115525947,The man was very annoyed.,2.4547258965091068
Jaime then told him that they were through.,2.5094009562199147,Jaime then walked up to him and gave him a hug.,2.516861990001484
Billy felt brave.,2.3206113031402307,Billy demonstrated cowardice.,2.423888775517364
Ana loved the earrings.,1.8458160539365536,Ana had no children.,2.1555738474795727
Sally's mom threw the roses away after dinner.,2.2127259665986463,Sally's mom appreciated the effort.,2.301977897561828
They pinned a medal on my chest.,2.573522667934943,I was so ashamed I never stole again.,2.4144365335091935
Matt scored a touchdown at the last minute.,2.533017079334365,The next pitch he hit a homerun.,2.4649456321478707
She took the car for a drive and thanked her parents.,2.488974683057817,She got angry with her parents and ran away from home.,2.550975218644791
Toby told me that he doesn't like my cat.,2.4311225106130294,My family all loved Toby.,2.3492190003840974
It was some of the best bread he has had.,2.076373947876925,Tony loved the pizza.,2.044652286428134
Selena made sure the person was arrested.,2.7259898963745566,Selena went out shopping.,2.8952221702596694
The mother ignored the child.,3.193725481407042,The mother comforted the child.,3.0687598985098656
He turned on the radio to try and drown out the noise.,2.642653557212744,"While he was sleeping, the bee stung him.",2.6853012392843785
We had a good time.,2.2737104222639393,We all decided to go to Vegas.,2.515429148498136
Jen loved her neighbors.,2.2704254209954944,Jen had the cops show up at her front door.,2.221639785283298
Logan and Maria were proud of the film.,2.2464530829815157,Logan and Maria were ashamed of the film.,2.4217704963414795
The old man told Sam to go home.,2.762061258310794,"Sam learned from the old man's advice, and got the job.",2.665112027031217
They went to the animal shelter and picked out a cute puppy.,2.3905420279691856,They went to the pet store and bought a bird.,2.540885362011839
She loved the lights.,2.685983733736292,Sara loved the Fourth of July.,2.7321653985573358
Robert studied hard and came in first place at the contest.,2.260743792383759,Robert stopped trying and lost the contest on purpose.,2.4279547764805653
He called road assistance promptly.,2.8769583294610714,He told his friends he was going to be on time.,3.0280678833055124
Samantha loves the apple cider she gets at the orchard.,2.147162954524356,Samantha hates autumn.,2.447609497043904
John was relieved to have an extra day to study.,2.6041177070236783,John was angry because it was snowing.,2.5242946303036797
He arrested them.,2.6080605834672763,He let them go free.,2.734923881892049
Josie loved spiders.,2.211756029344735,Josie hated spiders.,2.255986635498818
The police never found the owner so they gave it to Nick.,2.5861208731966356,Nick then kept the wallet.,2.4141417073168068
It was the best vacation Ken had ever taken.,2.3223495229173814,He was scared of the water.,2.3248201080751763
Anne decided she hated flowers.,2.5031428860491927,Anne was very sad.,2.5963517419722555
Brain enjoyed eating the vegetable.,2.1181669319956296,Brain was happy that they tasted so good.,2.1800612712546195
James drove home with the car window open.,2.705602526534455,James drove home to get change into dry clothes.,2.510040462268375
Gina's smile broke into a laugh but the principal didn't notice.,2.4505041277300923,Gina always chose bananas over oatmeal.,2.7941704104454637
"Cole thought about the incident every day afterwards,",1.7817985628146642,Cole never got coal again.,1.902394723653083
Mike went to France.,2.2685737063546845,Mike took a trip to Hawaii.,2.223147687671679
The popcorn had burned because she left it in too long.,2.3986575586143495,The popcorn was prepared to perfection.,2.566145348328132
She had a horrible birthday.,2.6112154513038175,We had our first swingers experience that night.,2.3562473753593167
The boy punched her in the face.,2.8131608575797165,The boy watched her cats for her.,2.50180327663642
They apologized and gave us another pizza.,2.4348172620224413,We ordered from another store.,2.7853290448549872
Bob wished the car was the original color.,2.580149178968688,Bob loved the new color he chose.,2.597131841569351
It was easy work.,3.0079950258075523,It was hard work.,2.9362960207523567
He was disappointed.,2.855166921380241,He was pleased.,2.894995640395498
He was proud of himself.,2.7434437063393173,He was ashamed of himself.,2.8919894798345274
"Pretty soon, he was up to speed and feeling much more confident.",2.751861131700543,His professors reassured him that medical school was no picnic.,2.5056004710768605
Harold decided to throw the package away.,2.633736981138485,Harold found the address was correct but the city was not.,2.509956940059075
Amy loved bright colors.,1.9749133504987508,Amy hated bright colors.,2.0732471471985683
David didn't have that much fun and became more nervous.,2.1193595271283003,David decided that he enjoys boats afterall.,1.866984633269253
I didn't get any homework done.,2.5687615984008407,I got up and ran a marathon.,2.5907527874483467
She stayed outside until the sun went down.,2.3300015236586713,She couldn't wait to be back in the house.,2.596573059555399
I got a sunburn.,2.427343089186772,I was very pale when I got home.,2.5827015801918503
Jane was untalented.,1.6276247926249976,Jane had a natural talent.,1.441063091764402
Tim decided to order out.,2.7114796198634687,Tim decided to never eat noodles again.,2.433508397473106
Betty was shy.,1.6829032239703112,Betty loved to share her opinions.,1.8161374358727782
Bella's friends were very frightened by her story.,2.7482720697360534,Bella remained silent and skipped her turn.,3.0496933803223976
Jasper is happy.,2.410493651777588,Jasper is disappointed.,2.369871041916706
Jane was very bad at Bob.,1.8590842182832317,Jane was very thankful of Bob's generosity.,2.023107749138259
Amy thought the airline had a great sense of humor.,2.2140616486838387,Amy was distraught.,2.288378314349264
Now Paige smokes every day.,1.8624881032674703,Now Paige is smoke-free and happy.,1.9567858621011713
So Gina suffered from stomachaches.,2.578272904166357,Gina got dehydrated.,2.5839300105237335
Ray ran crying as everyone laughed and pointed.,1.990860138294718,All his friends were jealous of his new physique.,2.2199383679818028
Cristin enjoyed seeing her favorite band that night.,2.0732183558902912,Cristin decided not to go to the festival next year.,2.202464773349342
Larry wasn't happy to see his Aunt.,2.1727910728524935,Larry started making regular trips to see his Aunt.,2.130982659543262
Amy picked a Pepsi to drink.,2.2063741803404966,Amy decided to buy water.,2.3937269788934143
Reba thought she was doing the right thing.,2.4646506517349938,Reba was just like her dad.,2.4456622997880784
The family started to help.,2.4655277548257457,The family agreed to sell their house.,2.5683962659273742
Jeb finally got a date after months of looking.,2.5965041902563564,Jeb got the date but never ate peppermints again.,2.358579369276289
Billy wasn't thinking about frogs.,2.4238547750645174,Billy started reading his book out loud to the frog.,2.260108761109113
I bought the pen.,1.5432854998218974,I didn't buy the pen.,1.6702856046885493
She then went swimming at the beach.,2.5801012044205414,She felt it was meant to be.,2.585847661466841
Jay went home happy that he decided to go to the festival.,2.1425672814361283,Jay wished he had ate more buffalo wings.,1.879075014757162
They agreed to lower the volume.,2.719796354865088,They told me that they hadn't seen my cat.,2.961022020180214
Robert starts to feel better after playing with puppies.,2.0592022660939677,Robert decided he wanted a pet cat.,2.197209198545734
Lulu planted fruit and vegetable trees on her property.,2.651282516231909,Lulu paid twenty five cents for a full bucket of candy.,2.5793701433723446
Teresa was sad and begged for attention.,2.1813974237315,Teresa was so happy.,2.216884810431456
I yelled at my roommate for being disgusting.,2.8888076788607293,My roommate was very pleasant to live with.,3.008194767526459
Then we had a relaxing evening covering on the couch.,2.6294821581049104,The day was very stressful.,2.762029961824972
Then Keri took the child for  a  walk  to tire her out.,2.3596815128938693,Keri convinced the waiter that he had overcharged  her.,2.465147092991183
Kim loved everything she bought.,2.352564674945389,Kim put her things down and decided to go to a movie instead.,2.273452091164828
The next year he didn't dress up at all.,2.772507787208089,He was the most loved man in the neighborhood.,2.756602345336851
